# GLIDER Experiment Data
# Experiment Name,Untitled Experiment
# Start Time,2025-12-27T13:34:55.578685
# Sample Interval (s),0.1

# Boards
#,ard,unknown,Connected

# Devices
#,led,DigitalOutput,board=ard,output=13
#,wire,DigitalInput,board=ard,input=8
#,touch_led,DigitalOutput,board=ard,output=11

timestamp,elapsed_ms,led:DigitalOutput,wire:DigitalInput,touch_led:DigitalOutput
2025-12-27T13:35:11.654,16075.6,1,0,0
2025-12-27T13:35:11.757,16179.0,1,0,0
2025-12-27T13:35:11.872,16294.0,1,0,0
2025-12-27T13:35:11.985,16406.8,1,0,0
2025-12-27T13:35:12.098,16519.8,1,0,0
2025-12-27T13:35:12.211,16633.1,1,0,0
2025-12-27T13:35:12.327,16748.8,1,0,0
2025-12-27T13:35:12.438,16859.8,1,0,0
2025-12-27T13:35:12.544,16965.9,1,0,0
2025-12-27T13:35:12.648,17069.9,0,0,0
2025-12-27T13:35:12.752,17173.7,0,0,0
2025-12-27T13:35:12.877,17298.4,0,0,0
2025-12-27T13:35:12.996,17417.4,0,0,0
2025-12-27T13:35:13.108,17530.1,0,0,0
2025-12-27T13:35:13.218,17639.9,0,0,0
2025-12-27T13:35:13.320,17741.7,0,0,0
2025-12-27T13:35:13.431,17853.1,0,0,0
2025-12-27T13:35:13.538,17960.2,0,0,0
2025-12-27T13:35:13.653,18074.8,0,0,0
2025-12-27T13:35:13.755,18177.2,0,0,0
2025-12-27T13:35:13.860,18281.9,0,0,0
2025-12-27T13:35:13.977,18398.4,0,0,0
2025-12-27T13:35:14.093,18514.7,0,0,0
2025-12-27T13:35:14.207,18629.0,0,0,0
2025-12-27T13:35:14.328,18749.4,0,0,0
2025-12-27T13:35:14.428,18849.9,0,0,0
2025-12-27T13:35:14.538,18960.0,0,0,0
2025-12-27T13:35:14.651,19072.9,0,0,0
2025-12-27T13:35:14.756,19178.1,0,0,0
2025-12-27T13:35:14.871,19292.5,0,0,0
2025-12-27T13:35:14.970,19391.3,0,0,0
2025-12-27T13:35:15.091,19513.0,0,0,0
2025-12-27T13:35:15.196,19618.0,0,0,0
2025-12-27T13:35:15.313,19734.4,0,0,0
2025-12-27T13:35:15.422,19844.0,0,0,0
2025-12-27T13:35:15.524,19945.4,0,0,0
2025-12-27T13:35:15.639,20060.6,0,0,0
2025-12-27T13:35:15.744,20166.1,1,0,0
2025-12-27T13:35:15.867,20289.3,1,0,0
2025-12-27T13:35:15.977,20398.3,1,0,0
2025-12-27T13:35:16.093,20514.6,1,0,0
2025-12-27T13:35:16.204,20625.7,1,0,0
2025-12-27T13:35:16.319,20740.8,1,0,0
2025-12-27T13:35:16.442,20863.8,1,0,0
2025-12-27T13:35:16.548,20969.8,1,0,0
2025-12-27T13:35:16.672,21093.9,1,0,0
2025-12-27T13:35:16.773,21194.6,1,0,0
2025-12-27T13:35:16.887,21308.7,1,0,0
2025-12-27T13:35:16.992,21413.9,1,0,0
2025-12-27T13:35:17.097,21519.1,1,0,0
2025-12-27T13:35:17.210,21631.7,1,0,0
2025-12-27T13:35:17.327,21748.7,1,0,0
2025-12-27T13:35:17.438,21860.1,1,0,0
2025-12-27T13:35:17.543,21964.6,1,0,0
2025-12-27T13:35:17.654,22075.3,0,0,0
2025-12-27T13:35:17.767,22188.3,0,0,0
2025-12-27T13:35:17.880,22302.2,0,0,0
2025-12-27T13:35:17.992,22413.4,0,0,0
2025-12-27T13:35:18.107,22529.2,0,0,0
2025-12-27T13:35:18.209,22631.3,0,0,0
2025-12-27T13:35:18.314,22736.2,0,0,0
2025-12-27T13:35:18.428,22849.6,0,0,0
2025-12-27T13:35:18.538,22959.9,0,0,0
2025-12-27T13:35:18.651,23072.7,0,0,0
2025-12-27T13:35:18.755,23176.8,0,0,0
2025-12-27T13:35:18.861,23282.4,0,0,0
2025-12-27T13:35:18.979,23400.5,0,0,0
2025-12-27T13:35:19.087,23508.4,0,0,0
2025-12-27T13:35:19.188,23610.2,0,0,0
2025-12-27T13:35:19.301,23723.2,0,0,0
2025-12-27T13:35:19.409,23830.8,0,0,0
2025-12-27T13:35:19.531,23952.9,0,0,0
2025-12-27T13:35:19.630,24051.5,0,0,0
2025-12-27T13:35:19.736,24157.3,0,0,0
2025-12-27T13:35:19.847,24269.1,0,0,0
2025-12-27T13:35:19.955,24377.1,0,0,0
2025-12-27T13:35:20.064,24485.9,0,0,0
2025-12-27T13:35:20.173,24594.9,0,0,0
2025-12-27T13:35:20.282,24703.7,0,0,0
2025-12-27T13:35:20.400,24822.1,0,0,0
2025-12-27T13:35:20.509,24931.3,0,0,0
2025-12-27T13:35:20.616,25037.4,0,0,0
2025-12-27T13:35:20.721,25143.1,1,0,0
2025-12-27T13:35:20.848,25269.6,1,0,0
2025-12-27T13:35:20.958,25379.9,1,0,0
2025-12-27T13:35:21.068,25489.7,1,0,0
2025-12-27T13:35:21.173,25594.8,1,0,0
2025-12-27T13:35:21.282,25703.9,1,0,0
2025-12-27T13:35:21.394,25816.2,1,0,0
2025-12-27T13:35:21.502,25924.3,1,0,0
2025-12-27T13:35:21.623,26044.5,1,0,0
2025-12-27T13:35:21.727,26148.9,1,0,0
2025-12-27T13:35:21.839,26261.3,1,0,0
2025-12-27T13:35:21.939,26360.9,1,0,0
2025-12-27T13:35:22.057,26478.9,1,0,0
2025-12-27T13:35:22.165,26586.9,1,0,0
2025-12-27T13:35:22.277,26699.1,1,0,0
2025-12-27T13:35:22.392,26813.6,1,0,0
2025-12-27T13:35:22.503,26925.2,1,0,0
2025-12-27T13:35:22.629,27050.6,1,0,0
2025-12-27T13:35:22.737,27158.9,0,0,0
2025-12-27T13:35:22.852,27274.2,0,0,0
2025-12-27T13:35:22.960,27381.4,0,0,0
2025-12-27T13:35:23.069,27490.6,0,0,0
2025-12-27T13:35:23.177,27598.4,0,0,0
2025-12-27T13:35:23.291,27712.9,0,0,0
2025-12-27T13:35:23.391,27813.1,0,0,0
2025-12-27T13:35:23.510,27931.6,0,0,0
2025-12-27T13:35:23.615,28036.6,0,0,0
2025-12-27T13:35:23.726,28148.2,0,0,0
2025-12-27T13:35:23.832,28253.9,0,0,0
2025-12-27T13:35:23.939,28361.3,0,0,0
2025-12-27T13:35:24.055,28476.6,0,0,0
2025-12-27T13:35:24.164,28585.9,0,0,0
2025-12-27T13:35:24.272,28694.3,0,0,0
2025-12-27T13:35:24.382,28803.6,0,0,0
2025-12-27T13:35:24.490,28911.5,0,0,0
2025-12-27T13:35:24.598,29019.8,0,0,0
2025-12-27T13:35:24.709,29131.3,0,0,0
2025-12-27T13:35:24.814,29235.6,0,0,0
2025-12-27T13:35:24.930,29351.5,0,0,0
2025-12-27T13:35:25.032,29453.9,0,0,0
2025-12-27T13:35:25.143,29564.8,0,0,0
2025-12-27T13:35:25.253,29674.3,0,0,0
2025-12-27T13:35:25.362,29783.7,0,0,0
2025-12-27T13:35:25.471,29892.7,0,0,0
2025-12-27T13:35:25.584,30005.5,0,0,0

# End Time,2025-12-27T13:35:25.641212
# Duration (s),30.06
