# GLIDER Experiment Data
# Experiment Name,Untitled Experiment
# Start Time,2025-12-28T17:57:44.383897
# Sample Interval (s),0.1

# Boards
#,ard,unknown,Connected

# Devices
#,led,DigitalOutput,board=ard,output=13
#,wire,DigitalInput,board=ard,input=8
#,touch_led,DigitalOutput,board=ard,output=11

timestamp,elapsed_ms,led:DigitalOutput,wire:DigitalInput,touch_led:DigitalOutput
2025-12-28T17:57:44.386,2.3,0,0,0
2025-12-28T17:57:44.485,101.9,1,0,0
2025-12-28T17:57:44.595,211.2,1,0,0
2025-12-28T17:57:44.716,332.9,1,0,0
2025-12-28T17:57:44.826,442.4,1,0,0
2025-12-28T17:57:44.935,551.6,1,0,0
2025-12-28T17:57:45.044,661.0,1,0,0
2025-12-28T17:57:45.148,765.0,1,0,0
2025-12-28T17:57:45.256,872.9,1,0,0
2025-12-28T17:57:45.360,976.5,1,0,0
2025-12-28T17:57:45.477,1093.7,1,0,0
2025-12-28T17:57:45.585,1201.6,1,0,0
2025-12-28T17:57:45.690,1306.1,1,0,0
2025-12-28T17:57:45.798,1414.5,1,0,0
2025-12-28T17:57:45.912,1528.8,1,0,0
2025-12-28T17:57:46.017,1633.1,1,0,0
2025-12-28T17:57:46.126,1742.4,1,0,0
2025-12-28T17:57:46.236,1852.1,1,0,0
2025-12-28T17:57:46.345,1961.2,1,0,0
2025-12-28T17:57:46.460,2076.9,0,0,0
2025-12-28T17:57:46.574,2190.4,0,0,0
2025-12-28T17:57:46.683,2299.8,0,0,0
2025-12-28T17:57:46.793,2409.1,0,0,0
2025-12-28T17:57:46.903,2519.1,0,0,0
2025-12-28T17:57:47.006,2622.2,0,0,0
2025-12-28T17:57:47.116,2732.8,0,0,0
2025-12-28T17:57:47.223,2839.3,0,0,0
2025-12-28T17:57:47.332,2948.8,0,0,0
2025-12-28T17:57:47.444,3060.4,0,0,0
2025-12-28T17:57:47.552,3168.6,0,0,0
2025-12-28T17:57:47.661,3277.5,0,0,0
2025-12-28T17:57:47.771,3387.3,0,0,0
2025-12-28T17:57:47.880,3496.6,0,0,0
2025-12-28T17:57:47.990,3606.1,0,0,0
2025-12-28T17:57:48.099,3715.4,0,0,0
2025-12-28T17:57:48.208,3824.8,0,0,0
2025-12-28T17:57:48.317,3934.1,0,0,0
2025-12-28T17:57:48.428,4044.2,0,0,0
2025-12-28T17:57:48.536,4152.9,0,0,0
2025-12-28T17:57:48.646,4262.3,0,0,0
2025-12-28T17:57:48.755,4371.8,0,0,0
2025-12-28T17:57:48.864,4481.1,0,0,0
2025-12-28T17:57:48.974,4590.5,0,0,0
2025-12-28T17:57:49.083,4699.6,0,0,0
2025-12-28T17:57:49.193,4809.1,0,0,0
2025-12-28T17:57:49.302,4918.5,0,0,0
2025-12-28T17:57:49.411,5027.9,1,0,0
2025-12-28T17:57:49.521,5137.3,1,0,0
2025-12-28T17:57:49.641,5257.2,1,0,0
2025-12-28T17:57:49.750,5366.5,1,0,0
2025-12-28T17:57:49.859,5475.9,1,0,0
2025-12-28T17:57:49.961,5577.9,1,0,0
2025-12-28T17:57:50.064,5680.7,1,0,0
2025-12-28T17:57:50.173,5789.1,1,0,0
2025-12-28T17:57:50.285,5902.0,1,0,0
2025-12-28T17:57:50.398,6014.6,1,0,0
2025-12-28T17:57:50.502,6118.6,1,0,0
2025-12-28T17:57:50.610,6227.1,1,0,0
2025-12-28T17:57:50.727,6343.8,1,0,0
2025-12-28T17:57:50.837,6453.9,1,0,0
2025-12-28T17:57:50.947,6563.9,1,0,0
2025-12-28T17:57:51.056,6672.7,1,0,0
2025-12-28T17:57:51.165,6782.0,1,0,0
2025-12-28T17:57:51.275,6891.2,1,0,0
2025-12-28T17:57:51.384,7001.0,1,0,0
2025-12-28T17:57:51.490,7106.4,0,0,0
2025-12-28T17:57:51.598,7214.4,0,0,0
2025-12-28T17:57:51.708,7324.4,0,0,0
2025-12-28T17:57:51.816,7433.0,0,0,0
2025-12-28T17:57:51.926,7542.5,0,0,0
2025-12-28T17:57:52.035,7652.0,0,0,0
2025-12-28T17:57:52.144,7760.3,0,0,0
2025-12-28T17:57:52.256,7872.8,0,0,0
2025-12-28T17:57:52.365,7981.2,0,0,0
2025-12-28T17:57:52.473,8089.4,0,0,0
2025-12-28T17:57:52.581,8197.8,0,0,0
2025-12-28T17:57:52.694,8310.3,0,0,0
2025-12-28T17:57:52.806,8422.8,0,0,0
2025-12-28T17:57:52.915,8532.0,0,0,0
2025-12-28T17:57:53.025,8641.5,0,0,0
2025-12-28T17:57:53.135,8751.3,0,0,0
2025-12-28T17:57:53.244,8860.3,0,0,0
2025-12-28T17:57:53.353,8969.5,0,0,0
2025-12-28T17:57:53.463,9079.6,0,0,0
2025-12-28T17:57:53.572,9188.4,0,0,0
2025-12-28T17:57:53.681,9297.9,0,0,0
2025-12-28T17:57:53.791,9407.1,0,0,0
2025-12-28T17:57:53.900,9516.6,0,0,0
2025-12-28T17:57:54.009,9625.9,0,0,0
2025-12-28T17:57:54.119,9735.1,0,0,0
2025-12-28T17:57:54.228,9844.6,0,0,0
2025-12-28T17:57:54.337,9953.9,0,0,0
2025-12-28T17:57:54.444,10060.1,1,0,0
2025-12-28T17:57:54.551,10167.4,1,0,0
2025-12-28T17:57:54.660,10276.6,1,0,0
2025-12-28T17:57:54.769,10385.9,1,0,0
2025-12-28T17:57:54.879,10495.3,1,0,0
2025-12-28T17:57:54.986,10602.7,1,0,0
2025-12-28T17:57:55.102,10718.7,1,0,0
2025-12-28T17:57:55.211,10827.9,1,0,0
2025-12-28T17:57:55.319,10936.0,1,0,0
2025-12-28T17:57:55.427,11043.7,1,0,0
2025-12-28T17:57:55.535,11151.8,1,0,0
2025-12-28T17:57:55.644,11260.6,1,0,0
2025-12-28T17:57:55.763,11379.9,1,0,0
2025-12-28T17:57:55.873,11489.9,1,0,0
2025-12-28T17:57:55.983,11599.4,1,0,0
2025-12-28T17:57:56.092,11708.5,1,0,0
2025-12-28T17:57:56.201,11818.0,1,0,0
2025-12-28T17:57:56.310,11927.0,1,0,0
2025-12-28T17:57:56.421,12037.3,0,0,0
2025-12-28T17:57:56.520,12136.2,0,0,0
2025-12-28T17:57:56.634,12250.1,0,0,0
2025-12-28T17:57:56.743,12359.3,0,0,0
2025-12-28T17:57:56.852,12468.8,0,0,0
2025-12-28T17:57:56.958,12574.5,0,0,0
2025-12-28T17:57:57.074,12690.2,0,0,0
2025-12-28T17:57:57.173,12790.0,0,0,0
2025-12-28T17:57:57.290,12906.4,0,0,0
2025-12-28T17:57:57.398,13014.8,0,0,0
2025-12-28T17:57:57.502,13118.9,0,0,0
2025-12-28T17:57:57.615,13231.5,0,0,0
2025-12-28T17:57:57.723,13339.4,0,0,0
2025-12-28T17:57:57.831,13447.2,0,0,0
2025-12-28T17:57:57.940,13557.0,0,0,0
2025-12-28T17:57:58.050,13666.2,0,0,0
2025-12-28T17:57:58.159,13775.5,0,0,0
2025-12-28T17:57:58.268,13884.6,0,0,0
2025-12-28T17:57:58.377,13994.0,0,0,0
2025-12-28T17:57:58.487,14103.2,0,0,0
2025-12-28T17:57:58.596,14212.8,0,0,0
2025-12-28T17:57:58.707,14323.5,0,0,0
2025-12-28T17:57:58.816,14432.2,0,0,0
2025-12-28T17:57:58.925,14541.6,0,0,0
2025-12-28T17:57:59.035,14651.2,0,0,0
2025-12-28T17:57:59.144,14760.2,0,0,0
2025-12-28T17:57:59.253,14869.5,0,0,0
2025-12-28T17:57:59.360,14977.1,0,0,0
2025-12-28T17:57:59.475,15091.5,1,0,0
2025-12-28T17:57:59.592,15208.9,1,0,0
2025-12-28T17:57:59.702,15318.3,1,0,0
2025-12-28T17:57:59.812,15428.3,1,0,0
2025-12-28T17:57:59.921,15538.0,1,0,0
2025-12-28T17:58:00.019,15635.9,1,0,0
2025-12-28T17:58:00.128,15744.2,1,0,0
2025-12-28T17:58:00.236,15852.5,1,0,0
2025-12-28T17:58:00.348,15965.0,1,0,0
2025-12-28T17:58:00.461,16077.5,1,0,0
2025-12-28T17:58:00.564,16180.9,1,0,0
2025-12-28T17:58:00.675,16291.7,1,0,0
2025-12-28T17:58:00.782,16398.9,1,0,0
2025-12-28T17:58:00.891,16507.9,1,0,0
2025-12-28T17:58:01.002,16618.4,1,0,0
2025-12-28T17:58:01.110,16727.0,1,0,0
2025-12-28T17:58:01.219,16836.1,1,0,0
2025-12-28T17:58:01.329,16945.9,1,0,0
2025-12-28T17:58:01.440,17056.2,0,0,0
2025-12-28T17:58:01.560,17176.6,0,0,0
2025-12-28T17:58:01.669,17285.9,0,0,0
2025-12-28T17:58:01.778,17394.7,0,0,0
2025-12-28T17:58:01.888,17504.4,0,0,0
2025-12-28T17:58:01.989,17605.3,0,0,0
2025-12-28T17:58:02.102,17718.5,0,0,0
2025-12-28T17:58:02.211,17827.8,0,0,0
2025-12-28T17:58:02.315,17931.2,0,0,0
2025-12-28T17:58:02.428,18044.6,0,0,0
2025-12-28T17:58:02.540,18156.9,0,0,0
2025-12-28T17:58:02.648,18264.1,0,0,0
2025-12-28T17:58:02.772,18388.7,0,0,0
2025-12-28T17:58:02.881,18497.9,0,0,0
2025-12-28T17:58:02.992,18608.2,0,0,0
2025-12-28T17:58:03.100,18716.4,0,0,0
2025-12-28T17:58:03.210,18826.4,0,0,0
2025-12-28T17:58:03.319,18935.8,0,0,0
2025-12-28T17:58:03.429,19045.3,0,0,0
2025-12-28T17:58:03.538,19154.3,0,0,0
2025-12-28T17:58:03.647,19263.6,0,0,0
2025-12-28T17:58:03.757,19373.4,0,0,0
2025-12-28T17:58:03.865,19482.0,0,0,0
2025-12-28T17:58:03.975,19591.8,0,0,0
2025-12-28T17:58:04.085,19701.2,0,0,0
2025-12-28T17:58:04.194,19810.5,0,0,0
2025-12-28T17:58:04.303,19919.9,0,0,0
2025-12-28T17:58:04.413,20029.5,1,0,0
2025-12-28T17:58:04.521,20137.1,1,0,0
2025-12-28T17:58:04.641,20257.6,1,0,0
2025-12-28T17:58:04.751,20367.6,1,0,0
2025-12-28T17:58:04.860,20476.4,1,0,0
2025-12-28T17:58:04.961,20577.5,1,0,0
2025-12-28T17:58:05.069,20686.1,1,0,0
2025-12-28T17:58:05.178,20794.4,1,0,0
2025-12-28T17:58:05.286,20902.2,1,0,0
2025-12-28T17:58:05.394,21010.4,1,0,0
2025-12-28T17:58:05.507,21123.7,1,0,0
2025-12-28T17:58:05.615,21231.8,1,0,0
2025-12-28T17:58:05.724,21340.2,1,0,0
2025-12-28T17:58:05.838,21454.5,1,0,0
2025-12-28T17:58:05.947,21563.9,1,0,0
2025-12-28T17:58:06.056,21673.1,1,0,0
2025-12-28T17:58:06.166,21782.8,1,0,0
2025-12-28T17:58:06.276,21892.6,1,0,0
2025-12-28T17:58:06.385,22001.5,1,0,0
2025-12-28T17:58:06.486,22102.7,0,0,0
2025-12-28T17:58:06.598,22214.9,0,0,0
2025-12-28T17:58:06.707,22324.1,0,0,0
2025-12-28T17:58:06.817,22433.3,0,0,0
2025-12-28T17:58:06.926,22543.0,0,0,0
2025-12-28T17:58:07.036,22652.6,0,0,0
2025-12-28T17:58:07.144,22760.5,0,0,0
2025-12-28T17:58:07.257,22873.2,0,0,0
2025-12-28T17:58:07.361,22977.8,0,0,0
2025-12-28T17:58:07.478,23094.5,0,0,0
2025-12-28T17:58:07.582,23198.5,0,0,0
2025-12-28T17:58:07.695,23311.2,0,0,0
2025-12-28T17:58:07.804,23420.3,0,0,0
2025-12-28T17:58:07.914,23530.3,0,0,0
2025-12-28T17:58:08.023,23639.3,0,0,0
2025-12-28T17:58:08.132,23749.0,0,0,0
2025-12-28T17:58:08.242,23858.3,0,0,0
2025-12-28T17:58:08.351,23968.0,0,0,0
2025-12-28T17:58:08.460,24077.0,0,0,0
2025-12-28T17:58:08.570,24186.7,0,0,0
2025-12-28T17:58:08.680,24296.2,0,0,0
2025-12-28T17:58:08.788,24405.0,0,0,0
2025-12-28T17:58:08.898,24515.0,0,0,0
2025-12-28T17:58:09.008,24624.6,0,0,0
2025-12-28T17:58:09.117,24733.2,0,0,0
2025-12-28T17:58:09.226,24843.0,0,0,0
2025-12-28T17:58:09.337,24953.2,0,0,0
2025-12-28T17:58:09.439,25056.0,1,0,0
2025-12-28T17:58:09.568,25184.9,1,0,0
2025-12-28T17:58:09.677,25294.0,1,0,0
2025-12-28T17:58:09.787,25403.5,1,0,0
2025-12-28T17:58:09.896,25512.7,1,0,0
2025-12-28T17:58:10.007,25623.6,1,0,0
2025-12-28T17:58:10.114,25730.9,1,0,0
2025-12-28T17:58:10.223,25839.5,1,0,0
2025-12-28T17:58:10.332,25948.7,1,0,0
2025-12-28T17:58:10.448,26064.3,1,0,0
2025-12-28T17:58:10.548,26165.0,1,0,0
2025-12-28T17:58:10.665,26281.8,1,0,0
2025-12-28T17:58:10.782,26398.3,1,0,0
2025-12-28T17:58:10.891,26507.2,1,0,0
2025-12-28T17:58:11.001,26617.6,1,0,0
2025-12-28T17:58:11.110,26726.8,1,0,0
2025-12-28T17:58:11.219,26836.1,1,0,0
2025-12-28T17:58:11.329,26945.4,1,0,0
2025-12-28T17:58:11.438,27054.8,1,0,0
2025-12-28T17:58:11.536,27152.9,0,0,0
2025-12-28T17:58:11.655,27271.7,0,0,0
2025-12-28T17:58:11.765,27381.8,0,0,0
2025-12-28T17:58:11.875,27491.9,0,0,0
2025-12-28T17:58:11.978,27594.6,0,0,0
2025-12-28T17:58:12.082,27698.3,0,0,0
2025-12-28T17:58:12.190,27806.2,0,0,0
2025-12-28T17:58:12.306,27922.5,0,0,0
2025-12-28T17:58:12.411,28027.3,0,0,0
2025-12-28T17:58:12.523,28140.0,0,0,0
2025-12-28T17:58:12.632,28248.3,0,0,0
2025-12-28T17:58:12.740,28356.4,0,0,0
