# GLIDER Experiment Data
# Experiment Name,Untitled Experiment
# Start Time,2025-12-30T12:41:25.221260
# Sample Interval (s),0.1

# Boards
#,Arduino,telemetrix,Connected

# Devices
#,led_1,DigitalOutput,board=Arduino,output=13
#,analog,AnalogInput,board=Arduino,input=14

timestamp,elapsed_ms,led_1:DigitalOutput,analog:AnalogInput
2025-12-30T12:41:53.291,28069.8,0,1767120113
2025-12-30T12:41:53.402,28181.0,0,1767120113
2025-12-30T12:41:53.512,28291.7,0,1767120113
2025-12-30T12:41:53.622,28401.7,0,1767120881
2025-12-30T12:41:53.736,28515.3,0,1767120113
2025-12-30T12:41:53.846,28625.5,0,1767120113
2025-12-30T12:41:53.949,28728.0,0,1767120113
2025-12-30T12:41:54.064,28843.2,0,1767120114
2025-12-30T12:41:54.166,28945.2,0,1767120114
2025-12-30T12:41:54.278,29056.9,0,1767120114
2025-12-30T12:41:54.390,29169.0,0,1767120114
2025-12-30T12:41:54.500,29279.6,0,1767120370
2025-12-30T12:41:54.612,29391.1,0,1767120370
2025-12-30T12:41:54.712,29491.5,0,1767120626
2025-12-30T12:41:54.823,29602.4,0,1767120114
2025-12-30T12:41:54.936,29715.6,0,1767120114
2025-12-30T12:41:55.046,29824.9,0,1767120115
2025-12-30T12:41:55.148,29927.5,0,1767120883
2025-12-30T12:41:55.270,30049.1,0,1767120115
2025-12-30T12:41:55.372,30151.1,0,1767120115
2025-12-30T12:41:55.481,30260.2,0,1767120883
2025-12-30T12:41:55.594,30373.3,0,1767120371
2025-12-30T12:41:55.707,30486.4,0,1767120371
2025-12-30T12:41:55.818,30596.8,0,1767120115
2025-12-30T12:41:55.925,30703.9,0,1767120115
2025-12-30T12:41:56.027,30806.7,0,1767120115
2025-12-30T12:41:56.137,30915.9,0,1767120116
2025-12-30T12:41:56.246,31024.9,0,1767120116
2025-12-30T12:41:56.361,31139.9,0,1767120116
2025-12-30T12:41:56.464,31243.0,0,1767120884
2025-12-30T12:41:56.572,31351.4,0,1767120372
2025-12-30T12:41:56.682,31461.1,0,1767120372
2025-12-30T12:41:56.798,31577.6,0,1767120372
2025-12-30T12:41:56.911,31690.0,0,1767120884
2025-12-30T12:41:57.022,31801.7,0,1767120885
2025-12-30T12:41:57.116,31895.6,0,1767120373
2025-12-30T12:41:57.226,32005.2,0,1767120373
2025-12-30T12:41:57.338,32116.8,0,1767120373
2025-12-30T12:41:57.449,32227.8,0,1767120885
2025-12-30T12:41:57.558,32337.7,0,1767120629
2025-12-30T12:41:57.669,32448.4,0,1767120373
2025-12-30T12:41:57.781,32560.0,0,1767120885
2025-12-30T12:41:57.891,32670.5,0,1767120117
2025-12-30T12:41:58.002,32781.6,0,1767120885
2025-12-30T12:41:58.109,32888.3,0,1767120630
2025-12-30T12:41:58.221,33000.0,0,1767120630
2025-12-30T12:41:58.332,33111.4,0,1767120118
2025-12-30T12:41:58.443,33222.7,0,1767120374
2025-12-30T12:41:58.539,33318.0,0,1767129078
2025-12-30T12:41:58.650,33429.7,0,1767128310
2025-12-30T12:41:58.761,33540.6,0,1767129078
2025-12-30T12:41:58.873,33652.1,0,1767128310
2025-12-30T12:41:58.983,33762.2,0,1767128310
2025-12-30T12:41:59.096,33875.2,0,1767137015
2025-12-30T12:41:59.203,33982.4,0,1767136503
2025-12-30T12:41:59.306,34085.4,0,1767137271
2025-12-30T12:41:59.414,34193.2,0,1767137271
2025-12-30T12:41:59.526,34305.1,0,1767137271
2025-12-30T12:41:59.637,34416.6,0,1767145207
2025-12-30T12:41:59.748,34527.3,0,1767144951
2025-12-30T12:41:59.858,34636.9,0,1767144951
2025-12-30T12:41:59.969,34748.4,0,1767144695
2025-12-30T12:42:00.080,34859.7,0,1767145464
2025-12-30T12:42:00.192,34971.1,0,1767153656
2025-12-30T12:42:00.304,35082.8,0,1767152888
2025-12-30T12:42:00.399,35178.2,0,1767152888
2025-12-30T12:42:00.519,35298.7,0,1767153656
2025-12-30T12:42:00.629,35408.1,0,1767161848
2025-12-30T12:42:00.743,35522.7,0,1767161848
2025-12-30T12:42:00.836,35615.3,0,1767161336
2025-12-30T12:42:00.947,35726.1,0,1767161080
2025-12-30T12:42:01.059,35838.0,0,1767161593
2025-12-30T12:42:01.173,35952.2,0,1767161849
2025-12-30T12:42:01.276,36055.2,0,1767169529
2025-12-30T12:42:01.390,36169.6,0,1767169785
2025-12-30T12:42:01.495,36273.9,0,1767170041
2025-12-30T12:42:01.611,36390.3,0,1767170041
2025-12-30T12:42:01.715,36494.2,0,1767170041
2025-12-30T12:42:01.837,36616.3,0,1767170041
2025-12-30T12:42:01.948,36727.7,0,1767169785
2025-12-30T12:42:02.060,36839.7,0,1767177722
2025-12-30T12:42:02.172,36951.7,0,1767177978
2025-12-30T12:42:02.276,37055.5,0,1767177978
2025-12-30T12:42:02.391,37169.8,0,1767177722
2025-12-30T12:42:02.495,37274.0,0,1767177466
2025-12-30T12:42:02.610,37389.4,0,1767177466
2025-12-30T12:42:02.718,37497.7,0,1767177978
2025-12-30T12:42:02.821,37600.5,0,1767177466
2025-12-30T12:42:02.932,37711.0,0,1767177466
2025-12-30T12:42:03.042,37821.6,0,1767178234
2025-12-30T12:42:03.153,37932.5,0,1767177723
2025-12-30T12:42:03.265,38044.4,0,1767178235
2025-12-30T12:42:03.378,38157.1,0,1767185915
2025-12-30T12:42:03.482,38260.7,0,1767185659
2025-12-30T12:42:03.585,38364.5,0,1767185915
2025-12-30T12:42:03.700,38479.7,0,1767185659
2025-12-30T12:42:03.809,38587.9,0,1767186171
2025-12-30T12:42:03.924,38703.7,0,1767185659
2025-12-30T12:42:04.028,38807.0,0,1767186172
2025-12-30T12:42:04.139,38917.9,0,1767186428
2025-12-30T12:42:04.246,39025.6,0,1767185660
2025-12-30T12:42:04.352,39131.5,0,1767186172
2025-12-30T12:42:04.464,39243.0,0,1767186428
2025-12-30T12:42:04.576,39355.3,0,1767186172
2025-12-30T12:42:04.689,39467.9,0,1767185916
2025-12-30T12:42:04.791,39570.5,0,1767194108
2025-12-30T12:42:04.906,39685.2,0,1767202812
2025-12-30T12:42:05.010,39788.8,0,1767202556
2025-12-30T12:42:05.125,39904.1,0,1767202301
2025-12-30T12:42:05.234,40013.2,0,1767210237
2025-12-30T12:42:05.337,40115.9,0,1767210749
2025-12-30T12:42:05.446,40225.6,0,1767211005
2025-12-30T12:42:05.559,40338.2,0,1767210749
2025-12-30T12:42:05.669,40448.0,0,1767211005
2025-12-30T12:42:05.782,40560.8,0,1767210749
2025-12-30T12:42:05.893,40672.1,0,1767219197
2025-12-30T12:42:05.996,40775.6,0,1767219197
2025-12-30T12:42:06.106,40885.7,0,1767218942
2025-12-30T12:42:06.216,40995.2,0,1767218430
2025-12-30T12:42:06.325,41103.9,0,1767218686
2025-12-30T12:42:06.434,41213.6,0,1767219198
2025-12-30T12:42:06.543,41322.1,0,1767218686
2025-12-30T12:42:06.652,41431.5,0,1767218686
2025-12-30T12:42:06.762,41541.0,0,1767218430
2025-12-30T12:42:06.878,41657.1,0,1767219198
2025-12-30T12:42:06.991,41770.3,0,1767218430
2025-12-30T12:42:07.100,41879.2,0,1767218431
2025-12-30T12:42:07.196,41974.9,0,1767218687
2025-12-30T12:42:07.318,42097.6,0,1767218943
2025-12-30T12:42:07.427,42206.4,0,1767218687
2025-12-30T12:42:07.539,42317.9,0,1767218687
2025-12-30T12:42:07.650,42429.5,0,1767218687
2025-12-30T12:42:07.761,42539.8,0,1767218943
2025-12-30T12:42:07.872,42650.9,0,1767218943
2025-12-30T12:42:07.983,42762.5,0,1767218943
2025-12-30T12:42:08.088,42866.9,0,1767218944
2025-12-30T12:42:08.204,42983.5,0,1767218432
2025-12-30T12:42:08.316,43094.9,0,1767218432
2025-12-30T12:42:08.429,43208.3,0,1767218432
2025-12-30T12:42:08.536,43315.7,0,1767218432
2025-12-30T12:42:08.640,43419.2,0,1767218944
2025-12-30T12:42:08.748,43527.7,0,1767218432
2025-12-30T12:42:08.852,43631.1,0,1767218432
2025-12-30T12:42:08.967,43745.9,0,1767218432
2025-12-30T12:42:09.070,43849.1,0,1767218433
2025-12-30T12:42:09.184,43963.7,0,1767218945
2025-12-30T12:42:09.293,44072.7,0,1767218945
2025-12-30T12:42:09.401,44180.1,0,1767218945
2025-12-30T12:42:09.507,44286.1,0,1767218433
2025-12-30T12:42:09.622,44401.3,0,1767218433
2025-12-30T12:42:09.730,44509.2,0,1767218945
2025-12-30T12:42:09.845,44624.2,0,1767218433
2025-12-30T12:42:09.955,44734.2,0,1767218945
2025-12-30T12:42:10.057,44836.6,0,1767218434
2025-12-30T12:42:10.170,44949.0,0,1767218946
2025-12-30T12:42:10.275,45054.7,0,1767218946
2025-12-30T12:42:10.390,45169.3,0,1767218946
2025-12-30T12:42:10.494,45273.6,0,1767218946
2025-12-30T12:42:10.609,45388.0,0,1767218434
2025-12-30T12:42:10.713,45492.3,0,1767218434
2025-12-30T12:42:10.822,45601.6,0,1767218946
2025-12-30T12:42:10.930,45709.3,0,1767218434
2025-12-30T12:42:11.039,45818.1,0,1767218435
2025-12-30T12:42:11.149,45927.8,0,1767218435
2025-12-30T12:42:11.266,46045.2,0,1767218435
2025-12-30T12:42:11.366,46145.6,0,1767218435
2025-12-30T12:42:11.482,46260.9,0,1767218435
2025-12-30T12:42:11.592,46371.2,0,1767218435
2025-12-30T12:42:11.706,46484.9,0,1767218435
2025-12-30T12:42:11.811,46590.0,0,1767218435
2025-12-30T12:42:11.915,46694.0,0,1767218435
2025-12-30T12:42:12.026,46805.0,0,1767210755
2025-12-30T12:42:12.142,46921.3,0,1767210756
2025-12-30T12:42:12.245,47024.4,0,1767210756
2025-12-30T12:42:12.355,47134.1,0,1767210756
2025-12-30T12:42:12.470,47249.1,0,1767210756
2025-12-30T12:42:12.572,47351.6,0,1767210756
2025-12-30T12:42:12.688,47467.0,0,1767210244
2025-12-30T12:42:12.791,47570.2,0,1767210244
2025-12-30T12:42:12.903,47682.1,0,1767210756
2025-12-30T12:42:13.011,47790.3,0,1767210244
2025-12-30T12:42:13.132,47911.0,0,1767210245
2025-12-30T12:42:13.242,48021.5,0,1767210757
2025-12-30T12:42:13.354,48133.0,0,1767210757
2025-12-30T12:42:13.472,48250.9,0,1767210245
2025-12-30T12:42:13.573,48351.9,0,1767210245
2025-12-30T12:42:13.682,48461.0,0,1767210245
2025-12-30T12:42:13.796,48575.7,0,1767210245
2025-12-30T12:42:13.899,48678.6,0,1767210245
2025-12-30T12:42:14.009,48788.3,0,1767210757
2025-12-30T12:42:14.120,48899.0,0,1767210758
2025-12-30T12:42:14.228,49007.1,0,1767210758
2025-12-30T12:42:14.343,49122.1,0,1767210758
2025-12-30T12:42:14.450,49229.7,0,1767210758
2025-12-30T12:42:14.560,49339.6,0,1767210758
2025-12-30T12:42:14.667,49445.8,0,1767210758
2025-12-30T12:42:14.775,49554.3,0,1767210758
2025-12-30T12:42:14.893,49672.4,0,1767210758
2025-12-30T12:42:14.997,49775.8,0,1767210246
2025-12-30T12:42:15.106,49885.2,0,1767210247
2025-12-30T12:42:15.219,49998.6,0,1767210247
2025-12-30T12:42:15.324,50103.0,0,1767210247
2025-12-30T12:42:15.438,50217.0,0,1767210759
2025-12-30T12:42:15.542,50321.0,0,1767210759
2025-12-30T12:42:15.654,50433.2,0,1767210759
2025-12-30T12:42:15.766,50545.3,0,1767210759
2025-12-30T12:42:15.872,50651.4,0,1767210759
2025-12-30T12:42:15.979,50758.0,0,1767210247
2025-12-30T12:42:16.094,50873.4,0,1767210248
2025-12-30T12:42:16.198,50977.6,0,1767210248
2025-12-30T12:42:16.312,51091.2,0,1767210248
2025-12-30T12:42:16.416,51195.5,0,1767210248
2025-12-30T12:42:16.524,51303.4,0,1767210760
2025-12-30T12:42:16.634,51413.1,0,1767210248
2025-12-30T12:42:16.743,51522.2,0,1767210248
2025-12-30T12:42:16.858,51637.2,0,1767210248
2025-12-30T12:42:16.963,51741.9,0,1767210760
2025-12-30T12:42:17.076,51855.0,0,1767210761
2025-12-30T12:42:17.185,51964.4,0,1767210249
2025-12-30T12:42:17.293,52072.1,0,1767210249
2025-12-30T12:42:17.398,52177.1,0,1767210249
2025-12-30T12:42:17.512,52291.7,0,1767210249
2025-12-30T12:42:17.628,52407.3,0,1767210761
2025-12-30T12:42:17.730,52509.5,0,1767210761
2025-12-30T12:42:17.845,52624.1,0,1767210249
2025-12-30T12:42:17.950,52729.1,0,1767210761
2025-12-30T12:42:18.057,52836.6,0,1767210762
2025-12-30T12:42:18.176,52955.5,0,1767210762
2025-12-30T12:42:18.279,53058.1,0,1767210762
2025-12-30T12:42:18.390,53169.2,0,1767210762
2025-12-30T12:42:18.499,53277.9,0,1767210250
2025-12-30T12:42:18.609,53388.1,0,1767210250
2025-12-30T12:42:18.712,53491.3,0,1767210250
2025-12-30T12:42:18.822,53600.9,0,1767210250
2025-12-30T12:42:18.937,53715.8,0,1767210250
2025-12-30T12:42:19.046,53825.1,0,1767210762
2025-12-30T12:42:19.150,53929.3,0,1767210763
