# GLIDER Experiment Data
# Experiment Name,Untitled Experiment
# Start Time,2026-01-05T14:27:17.593859
# Sample Interval (s),0.1

# Boards

# Devices

timestamp,elapsed_ms
2026-01-05T14:27:17.599,6.0
2026-01-05T14:27:17.709,116.0
2026-01-05T14:27:17.819,226.0
2026-01-05T14:27:17.927,334.0
2026-01-05T14:27:18.036,443.0
2026-01-05T14:27:18.146,552.3
2026-01-05T14:27:18.255,661.3
2026-01-05T14:27:18.364,770.3
2026-01-05T14:27:18.473,879.3
2026-01-05T14:27:18.582,988.9
2026-01-05T14:27:18.694,1100.3
2026-01-05T14:27:18.806,1212.5
2026-01-05T14:27:18.910,1316.5
2026-01-05T14:27:19.021,1427.5
2026-01-05T14:27:19.131,1537.2
2026-01-05T14:27:19.241,1647.2
2026-01-05T14:27:19.352,1758.2
2026-01-05T14:27:19.461,1867.2
2026-01-05T14:27:19.569,1975.7
2026-01-05T14:27:19.677,2083.7
2026-01-05T14:27:19.788,2194.7
2026-01-05T14:27:19.898,2304.2
2026-01-05T14:27:20.004,2410.2
2026-01-05T14:27:20.115,2521.5
2026-01-05T14:27:20.224,2630.5
2026-01-05T14:27:20.334,2740.2
2026-01-05T14:27:20.443,2849.2
2026-01-05T14:27:20.552,2958.7
2026-01-05T14:27:20.660,3066.9
2026-01-05T14:27:20.770,3176.4
2026-01-05T14:27:20.879,3285.4
2026-01-05T14:27:20.994,3400.4
2026-01-05T14:27:21.099,3505.3
2026-01-05T14:27:21.209,3615.3
2026-01-05T14:27:21.317,3723.8
2026-01-05T14:27:21.430,3836.3
2026-01-05T14:27:21.540,3946.3
2026-01-05T14:27:21.649,4055.3
2026-01-05T14:27:21.758,4164.7
2026-01-05T14:27:21.867,4273.7
2026-01-05T14:27:21.973,4379.7
2026-01-05T14:27:22.084,4490.7
2026-01-05T14:27:22.194,4600.7
2026-01-05T14:27:22.303,4710.0
2026-01-05T14:27:22.412,4819.0
2026-01-05T14:27:22.521,4928.0
2026-01-05T14:27:22.630,5036.5
2026-01-05T14:27:22.739,5145.5
2026-01-05T14:27:22.848,5254.5
2026-01-05T14:27:22.958,5364.5
2026-01-05T14:27:23.073,5479.5
2026-01-05T14:27:23.176,5582.5
2026-01-05T14:27:23.285,5691.5
2026-01-05T14:27:23.400,5806.5
2026-01-05T14:27:23.509,5915.5
2026-01-05T14:27:23.618,6024.5
2026-01-05T14:27:23.727,6133.5
2026-01-05T14:27:23.834,6240.5
2026-01-05T14:27:23.945,6351.5
2026-01-05T14:27:24.054,6460.7
2026-01-05T14:27:24.161,6567.1
2026-01-05T14:27:24.273,6679.1
2026-01-05T14:27:24.379,6785.3
2026-01-05T14:27:24.491,6897.3
2026-01-05T14:27:24.600,7006.3
2026-01-05T14:27:24.709,7115.8
2026-01-05T14:27:24.818,7224.8
2026-01-05T14:27:24.927,7333.8
2026-01-05T14:27:25.036,7442.8
2026-01-05T14:27:25.145,7551.6
2026-01-05T14:27:25.254,7660.6
2026-01-05T14:27:25.363,7770.1
2026-01-05T14:27:25.472,7879.1
2026-01-05T14:27:25.583,7990.1
2026-01-05T14:27:25.691,8098.1
2026-01-05T14:27:25.806,8213.1
2026-01-05T14:27:25.910,8317.1
2026-01-05T14:27:26.024,8431.1
2026-01-05T14:27:26.133,8540.1
2026-01-05T14:27:26.242,8649.1
2026-01-05T14:27:26.352,8758.5
2026-01-05T14:27:26.458,8864.7
2026-01-05T14:27:26.570,8976.7
2026-01-05T14:27:26.679,9085.7
2026-01-05T14:27:26.788,9194.2
2026-01-05T14:27:26.896,9302.2
2026-01-05T14:27:27.007,9413.2
2026-01-05T14:27:27.116,9522.2
2026-01-05T14:27:27.223,9629.2
2026-01-05T14:27:27.333,9739.6
2026-01-05T14:27:27.442,9848.6
2026-01-05T14:27:27.551,9958.1
2026-01-05T14:27:27.660,10067.1
2026-01-05T14:27:27.769,10176.1
2026-01-05T14:27:27.884,10290.9
2026-01-05T14:27:27.992,10398.9
2026-01-05T14:27:28.098,10504.4
2026-01-05T14:27:28.209,10615.4
2026-01-05T14:27:28.320,10726.4
2026-01-05T14:27:28.430,10836.4
2026-01-05T14:27:28.540,10947.0
2026-01-05T14:27:28.648,11055.0
2026-01-05T14:27:28.758,11164.5
2026-01-05T14:27:28.867,11273.5
2026-01-05T14:27:28.976,11382.5
2026-01-05T14:27:29.085,11491.5
2026-01-05T14:27:29.192,11598.5
2026-01-05T14:27:29.303,11710.0
2026-01-05T14:27:29.412,11819.0
2026-01-05T14:27:29.521,11927.5
2026-01-05T14:27:29.630,12036.7
2026-01-05T14:27:29.740,12146.2
2026-01-05T14:27:29.848,12254.7
2026-01-05T14:27:29.957,12363.7
2026-01-05T14:27:30.067,12473.7
2026-01-05T14:27:30.177,12583.7
2026-01-05T14:27:30.285,12691.7
2026-01-05T14:27:30.400,12806.7
2026-01-05T14:27:30.509,12915.7
2026-01-05T14:27:30.615,13021.7
2026-01-05T14:27:30.725,13132.0
2026-01-05T14:27:30.837,13243.2
2026-01-05T14:27:30.946,13352.2

# End Time,2026-01-05T14:27:31.044103
# Duration (s),13.45
