# GLIDER Experiment Data
# Experiment Name,Untitled Experiment
# Start Time,2025-12-30T13:01:50.152843
# Sample Interval (s),0.1

# Boards
#,Arduino,telemetrix,Connected

# Devices
#,led_1,DigitalOutput,board=Arduino,output=13
#,ana,AnalogInput,board=Arduino,input=14

timestamp,elapsed_ms,led_1:DigitalOutput,ana:AnalogInput
2025-12-30T13:01:50.158,5.6,0,0
2025-12-30T13:01:50.266,113.3,0,0
2025-12-30T13:01:50.369,216.3,0,0
2025-12-30T13:01:50.480,327.5,0,0
2025-12-30T13:01:50.591,438.7,0,0
2025-12-30T13:01:50.694,541.6,0,0
2025-12-30T13:01:50.805,653.1,0,0
2025-12-30T13:01:50.916,763.7,0,0
2025-12-30T13:01:51.028,875.7,0,0
2025-12-30T13:01:51.139,986.9,0,0
2025-12-30T13:01:51.242,1089.9,0,0
2025-12-30T13:01:51.356,1204.1,0,0
2025-12-30T13:01:51.466,1313.2,0,0
2025-12-30T13:01:51.575,1422.9,0,0
2025-12-30T13:01:51.687,1534.7,0,0
2025-12-30T13:01:51.799,1646.6,0,0
2025-12-30T13:01:51.913,1761.0,0,0
2025-12-30T13:01:52.030,1877.5,0,0
2025-12-30T13:01:52.138,1985.8,0,0
2025-12-30T13:01:52.242,2089.2,0,0
2025-12-30T13:01:52.357,2204.5,0,0
2025-12-30T13:01:52.466,2314.1,0,0
2025-12-30T13:01:52.574,2421.9,0,0
2025-12-30T13:01:52.680,2527.7,0,0
2025-12-30T13:01:52.790,2637.7,0,0
2025-12-30T13:01:52.903,2750.5,0,0
2025-12-30T13:01:53.014,2861.6,0,0
2025-12-30T13:01:53.127,2974.9,0,0
2025-12-30T13:01:53.226,3073.8,0,0
2025-12-30T13:01:53.345,3192.8,0,0
2025-12-30T13:01:53.456,3304.0,0,0
2025-12-30T13:01:53.557,3404.9,0,0
2025-12-30T13:01:53.669,3516.9,0,0
2025-12-30T13:01:53.779,3626.3,0,0
2025-12-30T13:01:53.883,3730.7,0,0
2025-12-30T13:01:53.996,3844.0,0,0
2025-12-30T13:01:54.104,3951.3,0,0
2025-12-30T13:01:54.217,4064.7,0,0
2025-12-30T13:01:54.320,4167.2,0,0
2025-12-30T13:01:54.435,4282.4,0,0
2025-12-30T13:01:54.546,4393.5,0,0
2025-12-30T13:01:54.653,4501.0,0,0
2025-12-30T13:01:54.769,4617.1,0,0
2025-12-30T13:01:54.881,4728.6,0,0
2025-12-30T13:01:54.979,4826.8,0,0
2025-12-30T13:01:55.105,4952.9,0,0
2025-12-30T13:01:55.216,5063.3,0,0
2025-12-30T13:01:55.327,5175.0,0,0
2025-12-30T13:01:55.435,5282.7,0,0
2025-12-30T13:01:55.545,5393.1,0,0
2025-12-30T13:01:55.659,5506.7,0,0
2025-12-30T13:01:55.768,5615.8,0,0
2025-12-30T13:01:55.875,5722.6,0,0
2025-12-30T13:01:55.982,5829.5,0,0
2025-12-30T13:01:56.094,5941.2,0,0
2025-12-30T13:01:56.205,6052.9,0,0
2025-12-30T13:01:56.317,6164.3,0,0
2025-12-30T13:01:56.428,6275.9,0,0
2025-12-30T13:01:56.540,6387.8,0,0
2025-12-30T13:01:56.652,6500.1,0,0
2025-12-30T13:01:56.763,6610.5,0,0
2025-12-30T13:01:56.875,6722.8,0,0
2025-12-30T13:01:56.986,6833.3,0,0
2025-12-30T13:01:57.097,6944.8,0,0
2025-12-30T13:01:57.199,7046.3,0,0
2025-12-30T13:01:57.321,7168.9,0,0
2025-12-30T13:01:57.434,7281.7,0,0
2025-12-30T13:01:57.545,7392.2,0,0
2025-12-30T13:01:57.655,7503.1,0,0
2025-12-30T13:01:57.767,7614.8,0,0
2025-12-30T13:01:57.879,7726.5,0,0
2025-12-30T13:01:57.989,7837.0,0,0
2025-12-30T13:01:58.101,7949.0,0,0
2025-12-30T13:01:58.210,8057.8,0,0
2025-12-30T13:01:58.321,8169.0,0,0
2025-12-30T13:01:58.433,8280.7,0,0
2025-12-30T13:01:58.544,8391.5,0,0
2025-12-30T13:01:58.653,8501.0,0,0
2025-12-30T13:01:58.759,8606.6,0,0
2025-12-30T13:01:58.872,8719.4,0,0
2025-12-30T13:01:58.982,8829.9,0,0
2025-12-30T13:01:59.092,8939.8,0,0
2025-12-30T13:01:59.196,9043.2,0,0
2025-12-30T13:01:59.318,9166.1,0,0
2025-12-30T13:01:59.431,9278.3,0,0
2025-12-30T13:01:59.549,9396.7,0,0
2025-12-30T13:01:59.653,9501.1,0,0
2025-12-30T13:01:59.759,9606.5,0,0
2025-12-30T13:01:59.871,9719.0,0,0
2025-12-30T13:01:59.978,9825.5,0,0
2025-12-30T13:02:00.096,9943.4,0,0
2025-12-30T13:02:00.199,10046.7,0,0
2025-12-30T13:02:00.309,10156.7,0,0
2025-12-30T13:02:00.418,10265.7,0,0
2025-12-30T13:02:00.525,10372.9,0,0
2025-12-30T13:02:00.635,10482.5,0,0
2025-12-30T13:02:00.742,10589.8,0,0
2025-12-30T13:02:00.864,10711.6,0,0
2025-12-30T13:02:00.967,10815.2,0,0
2025-12-30T13:02:01.077,10924.2,0,0
2025-12-30T13:02:01.194,11041.2,0,0
2025-12-30T13:02:01.289,11136.8,0,0
2025-12-30T13:02:01.404,11251.8,0,0
2025-12-30T13:02:01.507,11354.5,0,0
2025-12-30T13:02:01.616,11463.8,0,0
2025-12-30T13:02:01.731,11578.9,0,0
2025-12-30T13:02:01.847,11694.3,0,0
2025-12-30T13:02:01.956,11803.4,0,0
2025-12-30T13:02:02.054,11902.1,0,0
2025-12-30T13:02:02.181,12028.5,0,0
2025-12-30T13:02:02.292,12140.0,0,0
2025-12-30T13:02:02.411,12258.7,0,0
2025-12-30T13:02:02.522,12370.0,0,0
2025-12-30T13:02:02.644,12491.5,0,0
2025-12-30T13:02:02.755,12602.5,0,0
2025-12-30T13:02:02.855,12702.7,0,0
2025-12-30T13:02:02.968,12815.4,0,0
2025-12-30T13:02:03.071,12918.6,0,0
2025-12-30T13:02:03.180,13027.4,0,0
2025-12-30T13:02:03.290,13137.2,0,0
2025-12-30T13:02:03.398,13245.5,0,0
2025-12-30T13:02:03.514,13361.6,0,0
2025-12-30T13:02:03.616,13463.8,0,0
2025-12-30T13:02:03.726,13573.7,0,0
2025-12-30T13:02:03.841,13688.8,0,0
2025-12-30T13:02:03.950,13797.3,0,0
2025-12-30T13:02:04.059,13906.5,0,0
2025-12-30T13:02:04.168,14015.6,0,0
2025-12-30T13:02:04.277,14124.2,0,0
2025-12-30T13:02:04.386,14233.7,0,0
2025-12-30T13:02:04.495,14343.0,0,0
2025-12-30T13:02:04.604,14451.6,0,0
2025-12-30T13:02:04.711,14558.5,0,0
2025-12-30T13:02:04.822,14669.7,0,0
2025-12-30T13:02:04.932,14779.5,0,0
2025-12-30T13:02:05.041,14888.3,0,0
2025-12-30T13:02:05.156,15003.9,0,0
2025-12-30T13:02:05.259,15106.5,0,0
2025-12-30T13:02:05.374,15221.6,0,0
2025-12-30T13:02:05.477,15324.5,0,0
2025-12-30T13:02:05.592,15440.1,0,0
2025-12-30T13:02:05.697,15544.3,0,0
2025-12-30T13:02:05.808,15655.8,0,0
2025-12-30T13:02:05.929,15776.3,0,0
2025-12-30T13:02:06.024,15871.2,0,0
2025-12-30T13:02:06.134,15981.5,0,0
2025-12-30T13:02:06.244,16091.3,0,0
2025-12-30T13:02:06.360,16207.9,0,0
2025-12-30T13:02:06.472,16319.4,0,0
2025-12-30T13:02:06.583,16430.9,0,0
2025-12-30T13:02:06.694,16541.3,0,0
2025-12-30T13:02:06.789,16636.9,0,0
2025-12-30T13:02:06.911,16759.1,0,0
2025-12-30T13:02:07.019,16867.0,0,0
2025-12-30T13:02:07.130,16977.4,0,0
2025-12-30T13:02:07.230,17077.3,0,0
2025-12-30T13:02:07.340,17187.6,0,0
2025-12-30T13:02:07.458,17305.5,0,0
2025-12-30T13:02:07.558,17406.0,0,0
2025-12-30T13:02:07.670,17517.4,0,0
2025-12-30T13:02:07.780,17628.1,0,0
2025-12-30T13:02:07.898,17746.0,0,0
2025-12-30T13:02:08.014,17861.6,0,0
2025-12-30T13:02:08.128,17975.8,0,0
2025-12-30T13:02:08.232,18079.6,0,0
2025-12-30T13:02:08.343,18190.2,0,0
2025-12-30T13:02:08.453,18300.8,0,0
2025-12-30T13:02:08.560,18407.6,0,0
2025-12-30T13:02:08.673,18520.9,0,0
2025-12-30T13:02:08.775,18623.1,0,0
2025-12-30T13:02:08.886,18733.5,0,0
2025-12-30T13:02:09.005,18852.3,0,0
2025-12-30T13:02:09.110,18957.3,0,0
2025-12-30T13:02:09.221,19068.2,0,0
2025-12-30T13:02:09.331,19179.0,0,0
2025-12-30T13:02:09.433,19280.4,0,0
2025-12-30T13:02:09.553,19400.4,0,0
2025-12-30T13:02:09.660,19507.2,0,0
2025-12-30T13:02:09.764,19611.6,0,0
2025-12-30T13:02:09.867,19714.6,0,0
2025-12-30T13:02:09.977,19824.9,0,0
2025-12-30T13:02:10.107,19954.7,0,0
2025-12-30T13:02:10.210,20057.7,0,0
2025-12-30T13:02:10.336,20183.5,0,0
2025-12-30T13:02:10.446,20293.5,0,0
2025-12-30T13:02:10.557,20404.4,0,0
2025-12-30T13:02:10.668,20516.1,0,0
2025-12-30T13:02:10.774,20622.0,0,0
2025-12-30T13:02:10.889,20737.0,0,0
2025-12-30T13:02:10.998,20846.0,0,0
2025-12-30T13:02:11.109,20956.3,0,0
2025-12-30T13:02:11.210,21057.8,0,0
2025-12-30T13:02:11.324,21171.6,0,0
2025-12-30T13:02:11.443,21290.2,0,0
2025-12-30T13:02:11.545,21392.2,0,0
2025-12-30T13:02:11.650,21497.7,0,0
2025-12-30T13:02:11.762,21609.9,0,0
2025-12-30T13:02:11.876,21723.2,0,0
2025-12-30T13:02:11.980,21827.8,0,0
2025-12-30T13:02:12.092,21940.1,0,0
2025-12-30T13:02:12.198,22045.6,0,0
2025-12-30T13:02:12.313,22160.8,0,0
2025-12-30T13:02:12.417,22264.6,0,0
2025-12-30T13:02:12.533,22380.3,0,0
2025-12-30T13:02:12.634,22481.4,0,0
2025-12-30T13:02:12.749,22596.3,0,0
2025-12-30T13:02:12.874,22721.9,0,0
2025-12-30T13:02:12.990,22837.8,0,0
2025-12-30T13:02:13.102,22949.4,0,0
2025-12-30T13:02:13.211,23058.2,0,0
2025-12-30T13:02:13.323,23170.9,0,0
2025-12-30T13:02:13.429,23276.5,0,0
2025-12-30T13:02:13.539,23386.6,0,0
2025-12-30T13:02:13.657,23504.3,0,0
2025-12-30T13:02:13.779,23626.3,0,0
2025-12-30T13:02:13.893,23740.7,0,0
2025-12-30T13:02:14.002,23849.8,0,0
2025-12-30T13:02:14.118,23965.2,0,0
2025-12-30T13:02:14.238,24085.9,0,0
2025-12-30T13:02:14.349,24197.1,0,0
2025-12-30T13:02:14.463,24310.9,0,0
2025-12-30T13:02:14.578,24425.2,0,0
2025-12-30T13:02:14.684,24531.3,0,0
2025-12-30T13:02:14.797,24645.1,0,0
2025-12-30T13:02:14.902,24749.9,0,0
2025-12-30T13:02:15.011,24858.9,0,0
2025-12-30T13:02:15.130,24978.1,0,0
2025-12-30T13:02:15.234,25082.0,0,0
2025-12-30T13:02:15.349,25196.3,0,0
2025-12-30T13:02:15.461,25308.8,0,0
2025-12-30T13:02:15.571,25419.1,0,0
2025-12-30T13:02:15.683,25531.0,0,0
2025-12-30T13:02:15.798,25645.3,0,0
2025-12-30T13:02:15.899,25746.4,0,0
2025-12-30T13:02:16.032,25879.8,0,0
2025-12-30T13:02:16.135,25982.5,0,0
2025-12-30T13:02:16.264,26111.3,0,0
2025-12-30T13:02:16.384,26231.4,0,0
2025-12-30T13:02:16.507,26354.4,0,0
2025-12-30T13:02:16.634,26482.0,0,0
2025-12-30T13:02:16.754,26601.2,0,0
2025-12-30T13:02:16.866,26713.7,0,0
2025-12-30T13:02:16.977,26824.8,0,0
2025-12-30T13:02:17.093,26941.1,0,0
2025-12-30T13:02:17.203,27050.7,0,0
2025-12-30T13:02:17.306,27154.0,0,0
2025-12-30T13:02:17.426,27273.9,0,0
2025-12-30T13:02:17.529,27376.7,0,0
2025-12-30T13:02:17.635,27482.2,0,0
2025-12-30T13:02:17.745,27592.9,0,0
2025-12-30T13:02:17.867,27714.2,0,0
2025-12-30T13:02:17.961,27808.6,0,0
2025-12-30T13:02:18.082,27929.6,0,0
2025-12-30T13:02:18.193,28040.4,0,0
2025-12-30T13:02:18.293,28141.0,0,0
2025-12-30T13:02:18.403,28251.0,0,0
2025-12-30T13:02:18.516,28363.9,0,0
2025-12-30T13:02:18.619,28466.9,0,0
2025-12-30T13:02:18.731,28578.4,0,0
2025-12-30T13:02:18.836,28683.2,0,0
2025-12-30T13:02:18.955,28802.9,0,0
2025-12-30T13:02:19.056,28903.8,0,0
2025-12-30T13:02:19.166,29014.0,0,0
2025-12-30T13:02:19.287,29134.3,0,0
2025-12-30T13:02:19.385,29232.3,0,0
2025-12-30T13:02:19.504,29351.9,0,0
2025-12-30T13:02:19.610,29457.9,0,0
2025-12-30T13:02:19.713,29560.3,0,0
2025-12-30T13:02:19.833,29680.3,0,0
2025-12-30T13:02:19.929,29777.0,0,0
2025-12-30T13:02:20.046,29893.2,0,0
2025-12-30T13:02:20.161,30009.0,0,0
2025-12-30T13:02:20.276,30124.1,0,0
2025-12-30T13:02:20.398,30245.9,0,0
2025-12-30T13:02:20.513,30360.8,0,0
2025-12-30T13:02:20.616,30463.8,0,0
2025-12-30T13:02:20.735,30582.9,0,0
2025-12-30T13:02:20.838,30686.0,0,0
2025-12-30T13:02:20.949,30797.1,0,0
