# GLIDER Experiment Data
# Experiment Name,Untitled Experiment
# Start Time,2025-12-30T12:35:48.438260
# Sample Interval (s),0.1

# Boards
#,Arduino,telemetrix,Connected

# Devices
#,led_1,DigitalOutput,board=Arduino,output=13
#,1,AnalogInput,board=Arduino,input=0

timestamp,elapsed_ms,led_1:DigitalOutput,1:AnalogInput
2025-12-30T12:35:48.450,12.0,0,0
2025-12-30T12:35:48.567,129.6,0,0
2025-12-30T12:35:48.664,226.1,0,0
2025-12-30T12:35:48.775,337.0,0,0
2025-12-30T12:35:48.886,448.1,0,0
2025-12-30T12:35:48.997,559.2,0,0
2025-12-30T12:35:49.112,674.0,0,0
2025-12-30T12:35:49.221,783.5,0,0
2025-12-30T12:35:49.324,886.1,0,0
2025-12-30T12:35:49.432,994.4,0,0
2025-12-30T12:35:49.541,1103.7,0,0
2025-12-30T12:35:49.652,1214.6,0,0
2025-12-30T12:35:49.763,1325.0,0,0
2025-12-30T12:35:49.874,1436.0,0,0
2025-12-30T12:35:49.985,1547.4,0,0
2025-12-30T12:35:50.087,1649.7,0,0
2025-12-30T12:35:50.203,1765.7,0,0
2025-12-30T12:35:50.306,1868.0,0,0
2025-12-30T12:35:50.421,1983.3,0,0
2025-12-30T12:35:50.524,2086.3,0,0
2025-12-30T12:35:50.639,2201.5,0,0
2025-12-30T12:35:50.742,2304.2,0,0
2025-12-30T12:35:50.858,2420.1,0,0
2025-12-30T12:35:50.978,2540.4,0,0
2025-12-30T12:35:51.087,2649.4,0,0
2025-12-30T12:35:51.201,2763.0,0,0
2025-12-30T12:35:51.311,2873.3,0,0
2025-12-30T12:35:51.422,2984.5,0,0
2025-12-30T12:35:51.534,3095.9,0,0
2025-12-30T12:35:51.645,3207.3,0,0
2025-12-30T12:35:51.757,3318.8,0,0
2025-12-30T12:35:51.853,3414.8,0,0
2025-12-30T12:35:51.964,3526.3,0,0
2025-12-30T12:35:52.076,3638.0,0,0
2025-12-30T12:35:52.187,3749.4,0,0
2025-12-30T12:35:52.299,3861.2,0,0
2025-12-30T12:35:52.410,3972.3,0,0
2025-12-30T12:35:52.524,4085.8,0,0
2025-12-30T12:35:52.635,4197.1,0,0
2025-12-30T12:35:52.746,4308.2,0,0
2025-12-30T12:35:52.857,4418.8,0,0
2025-12-30T12:35:52.969,4530.8,0,0
2025-12-30T12:35:53.081,4643.1,0,0
2025-12-30T12:35:53.193,4755.4,0,0
2025-12-30T12:35:53.305,4867.5,0,0
2025-12-30T12:35:53.417,4979.4,0,0
2025-12-30T12:35:53.528,5090.5,0,0
2025-12-30T12:35:53.639,5201.5,0,0
2025-12-30T12:35:53.751,5313.2,0,0
2025-12-30T12:35:53.863,5424.8,0,0
2025-12-30T12:35:53.975,5536.8,0,0
2025-12-30T12:35:54.088,5650.7,0,0
2025-12-30T12:35:54.200,5762.3,0,0
2025-12-30T12:35:54.310,5871.9,0,0
2025-12-30T12:35:54.421,5983.0,0,0
2025-12-30T12:35:54.533,6095.1,0,0
2025-12-30T12:35:54.645,6207.6,0,0
2025-12-30T12:35:54.757,6319.0,0,0
2025-12-30T12:35:54.868,6429.9,0,0
2025-12-30T12:35:54.979,6541.7,0,0
2025-12-30T12:35:55.091,6653.3,0,0
2025-12-30T12:35:55.205,6766.8,0,0
2025-12-30T12:35:55.315,6877.1,0,0
2025-12-30T12:35:55.427,6988.8,0,0
2025-12-30T12:35:55.538,7100.2,0,0
2025-12-30T12:35:55.651,7213.5,0,0
2025-12-30T12:35:55.761,7323.5,0,0
2025-12-30T12:35:55.873,7435.4,0,0
2025-12-30T12:35:55.985,7547.2,0,0
2025-12-30T12:35:56.097,7659.5,0,0
2025-12-30T12:35:56.209,7770.8,0,0
2025-12-30T12:35:56.320,7881.8,0,0
2025-12-30T12:35:56.431,7993.3,0,0
2025-12-30T12:35:56.542,8104.6,0,0
2025-12-30T12:35:56.655,8217.0,0,0
2025-12-30T12:35:56.767,8328.9,0,0
2025-12-30T12:35:56.879,8440.8,0,0
2025-12-30T12:35:56.990,8551.8,0,0
2025-12-30T12:35:57.101,8663.6,0,0
2025-12-30T12:35:57.216,8777.8,0,0
2025-12-30T12:35:57.325,8887.0,0,0
2025-12-30T12:35:57.437,8999.0,0,0
2025-12-30T12:35:57.548,9110.0,0,0
