# GLIDER Experiment Data
# Experiment Name,Untitled Experiment
# Start Time,2026-01-12T12:37:59.953198
# Sample Interval (s),0.1

# Boards

# Devices

timestamp,elapsed_ms
2026-01-12T12:38:00.327,374.8
2026-01-12T12:38:00.431,478.1
2026-01-12T12:38:00.542,589.6
2026-01-12T12:38:00.657,704.0
2026-01-12T12:38:00.767,814.5
2026-01-12T12:38:00.870,917.6
2026-01-12T12:38:00.980,1027.5
2026-01-12T12:38:01.087,1134.5
2026-01-12T12:38:01.197,1244.0
2026-01-12T12:38:01.312,1359.5
2026-01-12T12:38:01.423,1470.3
2026-01-12T12:38:01.532,1578.9
2026-01-12T12:38:01.641,1688.1
2026-01-12T12:38:01.748,1795.4
2026-01-12T12:38:01.859,1906.7
2026-01-12T12:38:01.969,2015.8
2026-01-12T12:38:02.077,2124.2
2026-01-12T12:38:02.187,2234.3
2026-01-12T12:38:02.297,2343.8
2026-01-12T12:38:02.405,2452.7
2026-01-12T12:38:02.513,2560.1
2026-01-12T12:38:02.626,2673.4
2026-01-12T12:38:02.735,2782.6
2026-01-12T12:38:02.847,2894.7
2026-01-12T12:38:02.948,2995.0
2026-01-12T12:38:03.067,3114.5
2026-01-12T12:38:03.177,3224.3
2026-01-12T12:38:03.280,3327.0
2026-01-12T12:38:03.398,3445.8
2026-01-12T12:38:03.508,3555.5
2026-01-12T12:38:03.604,3650.9
2026-01-12T12:38:03.713,3760.7
2026-01-12T12:38:03.823,3870.3
2026-01-12T12:38:03.933,3980.4
2026-01-12T12:38:04.041,4088.8
2026-01-12T12:38:04.150,4197.2
2026-01-12T12:38:04.259,4306.7
2026-01-12T12:38:04.368,4415.5
2026-01-12T12:38:04.479,4526.2
2026-01-12T12:38:04.603,4650.1
2026-01-12T12:38:04.712,4759.7
2026-01-12T12:38:04.822,4868.8
2026-01-12T12:38:04.931,4977.9
2026-01-12T12:38:05.040,5087.6
2026-01-12T12:38:05.152,5199.1
2026-01-12T12:38:05.263,5310.1
2026-01-12T12:38:05.371,5418.8
2026-01-12T12:38:05.479,5526.7
2026-01-12T12:38:05.590,5637.7
2026-01-12T12:38:05.701,5748.0
2026-01-12T12:38:05.810,5856.9
2026-01-12T12:38:05.921,5968.4
2026-01-12T12:38:06.032,6079.4
2026-01-12T12:38:06.141,6187.9
2026-01-12T12:38:06.246,6293.7
2026-01-12T12:38:06.360,6407.6
2026-01-12T12:38:06.470,6516.9
2026-01-12T12:38:06.580,6627.0
2026-01-12T12:38:06.688,6735.4
2026-01-12T12:38:06.797,6843.9
2026-01-12T12:38:06.907,6954.0
2026-01-12T12:38:07.012,7059.6
2026-01-12T12:38:07.125,7172.4
2026-01-12T12:38:07.234,7281.6
2026-01-12T12:38:07.343,7390.6
2026-01-12T12:38:07.447,7494.6
2026-01-12T12:38:07.562,7609.6
2026-01-12T12:38:07.672,7719.1
2026-01-12T12:38:07.780,7826.8
2026-01-12T12:38:07.892,7938.9
2026-01-12T12:38:08.000,8047.4
2026-01-12T12:38:08.108,8155.8
2026-01-12T12:38:08.213,8260.0
2026-01-12T12:38:08.328,8375.3
2026-01-12T12:38:08.438,8485.5
2026-01-12T12:38:08.548,8595.0
2026-01-12T12:38:08.657,8704.5
2026-01-12T12:38:08.766,8812.9
2026-01-12T12:38:08.874,8921.6
2026-01-12T12:38:08.980,9027.6
